Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Label
172.16.0.1-192.168.10.50-52150-21-6,172.16.0.1,52150,192.168.10.50,21,6,04/07/2017 10:19:30.003,4015015,6,6,30,76,26.40089763,2.988780864,FTP-Patator
172.16.0.1-192.168.10.50-52132-21-6,172.16.0.1,52132,192.168.10.50,21,6,04/07/2017 10:19:30.004,4099543,6,6,31,76,26.10047022,2.927155539,FTP-Patator
172.16.0.1-192.168.10.50-52136-21-6,172.16.0.1,52136,192.168.10.50,21,6,04/07/2017 10:19:30.005,4063130,6,6,31,76,26.33437768,2.953388151,FTP-Patator
172.16.0.1-192.168.10.50-52140-21-6,172.16.0.1,52140,192.168.10.50,21,6,04/07/2017 10:19:30.006,4056257,6,6,33,76,26.87206457,2.958392429,FTP-Patator
172.16.0.1-192.168.10.50-52142-21-6,172.16.0.1,52142,192.168.10.50,21,6,04/07/2017 10:19:30.007,4048471,6,6,34,76,27.17075162,2.964081995,FTP-Patator
172.16.0.1-192.168.10.50-52138-21-6,172.16.0.1,52138,192.168.10.50,21,6,04/07/2017 10:19:30.008,4063077,6,6,31,76,26.3347212,2.953426676,FTP-Patator
172.16.0.1-192.168.10.50-52144-21-6,172.16.0.1,52144,192.168.10.50,21,6,04/07/2017 10:19:30.009,4039799,6,6,30,76,26.23892921,2.970444817,FTP-Patator
172.16.0.1-192.168.10.50-52108-21-6,172.16.0.1,52108,192.168.10.50,21,6,04/07/2017 11:22:57.021,39059,2,2,0,14,358.4321155,102.4091759,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52142-21-6,172.16.0.1,52142,192.168.10.50,21,6,04/07/2017 11:24:34.016,37050,2,2,0,14,377.8677463,107.9622132,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52144-21-6,172.16.0.1,52144,192.168.10.50,21,6,04/07/2017 11:24:34.017,40526,2,2,0,14,345.4572373,98.70206781,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52132-21-6,172.16.0.1,52132,192.168.10.50,21,6,04/07/2017 11:24:34.018,37907,2,2,0,14,369.3249268,105.5214077,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52134-21-6,172.16.0.1,52134,192.168.10.50,21,6,04/07/2017 11:24:34.019,40664,2,2,0,14,344.2848711,98.36710604,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52146-21-6,172.16.0.1,52146,192.168.10.50,21,6,04/07/2017 11:24:34.020,40350,2,2,0,14,346.9640644,99.13258984,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52136-21-6,172.16.0.1,52136,192.168.10.50,21,6,04/07/2017 11:24:34.022,37727,2,2,0,14,371.0870199,106.0248628,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52150-21-6,172.16.0.1,52150,192.168.10.50,21,6,04/07/2017 11:24:34.023,38042,2,2,0,14,368.0143,105.1469429,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52148-21-6,172.16.0.1,52148,192.168.10.50,21,6,04/07/2017 11:24:34.024,40812,2,2,0,14,343.0363619,98.0103891,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52140-21-6,172.16.0.1,52140,192.168.10.50,21,6,04/07/2017 11:24:34.025,37121,2,2,0,14,377.1450123,107.7557178,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-52138-21-6,172.16.0.1,52138,192.168.10.50,21,6,04/07/2017 11:24:34.026,40663,2,2,0,14,344.2933379,98.36952512,FTP-Patator - Attempted
172.16.0.1-192.168.10.50-47860-22-6,172.16.0.1,47860,192.168.10.50,22,6,04/07/2017 11:25:17.039,12054735,22,33,2008,2745,394.2849013,4.562522527,SSH-Patator
172.16.0.1-192.168.10.50-53466-21-6,172.16.0.1,53466,192.168.10.50,21,6,04/07/2017 11:29:35.014,9120850,11,17,114,188,33.11094909,3.06988932,FTP-Patator
172.16.0.1-192.168.10.50-48288-22-6,172.16.0.1,48288,192.168.10.50,22,6,04/07/2017 11:29:44.037,12648217,22,33,2008,2745,375.7841916,4.348438993,SSH-Patator
172.16.0.1-192.168.10.50-53514-21-6,172.16.0.1,53514,192.168.10.50,21,6,04/07/2017 11:29:59.059,9067885,11,17,111,188,32.97351036,3.087820368,FTP-Patator
172.16.0.1-192.168.10.50-54584-21-6,172.16.0.1,54584,192.168.10.50,21,6,04/07/2017 12:38:10.012,8935725,11,17,122,188,34.69220461,3.133489448,FTP-Patator
172.16.0.1-192.168.10.50-49216-22-6,172.16.0.1,49216,192.168.10.50,22,6,04/07/2017 12:39:08.036,10581121,22,33,2008,2745,449.1962619,5.197936967,SSH-Patator
172.16.0.1-192.168.10.50-49844-22-6,172.16.0.1,49844,192.168.10.50,22,6,04/07/2017 13:45:29.040,11802365,23,34,2008,2745,402.7158963,4.82954052,SSH-Patator
172.16.0.1-192.168.10.50-56188-21-6,172.16.0.1,56188,192.168.10.50,21,6,04/07/2017 14:50:18.013,10086025,11,17,125,188,31.03303829,2.776118441,FTP-Patator
172.16.0.1-192.168.10.50-50316-22-6,172.16.0.1,50316,192.168.10.50,22,6,04/07/2017 14:50:23.049,2004,4,4,24,0,11976.0479,3992.015968,SSH-Patator - Attempted
172.16.0.1-192.168.10.50-50364-22-6,172.16.0.1,50364,192.168.10.50,22,6,04/07/2017 14:50:51.041,11219677,20,32,2008,2745,423.6307338,4.634714529,SSH-Patator
172.16.0.1-192.168.10.50-57058-21-6,172.16.0.1,57058,192.168.10.50,21,6,04/07/2017 14:56:54.011,9487768,11,17,117,188,32.14665451,2.951168283,FTP-Patator
172.16.0.1-192.168.10.50-57120-21-6,172.16.0.1,57120,192.168.10.50,21,6,04/07/2017 14:57:23.058,8949561,11,17,122,188,34.63857054,3.128645081,FTP-Patator
172.16.0.1-192.168.10.50-33056-80-6,172.16.0.1,33056,192.168.10.50,80,6,05/07/2017 10:11:32.020,11454901,9,4,1776,3525,462.77135,1.134885408,DoS GoldenEye
172.16.0.1-192.168.10.50-33068-80-6,172.16.0.1,33068,192.168.10.50,80,6,05/07/2017 10:11:32.021,17437659,12,6,327,11632,685.8145351,1.032248652,DoS GoldenEye
172.16.0.1-192.168.10.50-33326-80-6,172.16.0.1,33326,192.168.10.50,80,6,05/07/2017 10:11:39.022,10753804,8,6,361,11632,1115.23327,1.301864903,DoS GoldenEye
172.16.0.1-192.168.10.50-33336-80-6,172.16.0.1,33336,192.168.10.50,80,6,05/07/2017 10:11:39.023,10752381,8,5,377,11632,1116.868906,1.209034538,DoS GoldenEye
172.16.0.1-192.168.10.50-33348-80-6,172.16.0.1,33348,192.168.10.50,80,6,05/07/2017 10:11:39.024,11422331,9,5,487,11632,1060.991841,1.225669261,DoS GoldenEye
172.16.0.1-192.168.10.50-33360-80-6,172.16.0.1,33360,192.168.10.50,80,6,05/07/2017 10:11:39.025,11437474,12,7,1728,11632,1168.090087,1.661205962,DoS GoldenEye
172.16.0.1-192.168.10.50-33370-80-6,172.16.0.1,33370,192.168.10.50,80,6,05/07/2017 10:11:39.026,11452483,7,4,305,3525,334.4252945,0.960490402,DoS GoldenEye
172.16.0.1-192.168.10.50-33388-80-6,172.16.0.1,33388,192.168.10.50,80,6,05/07/2017 10:11:40.027,10749031,6,4,537,3525,377.8945284,0.930316416,DoS GoldenEye
172.16.0.1-192.168.10.50-33376-80-6,172.16.0.1,33376,192.168.10.50,80,6,05/07/2017 10:11:40.028,10470399,9,5,411,11632,1150.194945,1.337102817,DoS GoldenEye
172.16.0.1-192.168.10.50-33398-80-6,172.16.0.1,33398,192.168.10.50,80,6,05/07/2017 10:11:40.029,10783650,9,6,410,11632,1116.690545,1.3909947,DoS GoldenEye
172.16.0.1-192.168.10.50-33664-80-6,172.16.0.1,33664,192.168.10.50,80,6,05/07/2017 10:15:38.040,83400021,18,2,5200,0,62.3501042,0.239808093,DoS Slowhttptest
172.16.0.1-192.168.10.50-33694-80-6,172.16.0.1,33694,192.168.10.50,80,6,05/07/2017 10:15:38.041,83385834,18,2,5200,0,62.36071225,0.239848893,DoS Slowhttptest
172.16.0.1-192.168.10.50-34088-80-6,172.16.0.1,34088,192.168.10.50,80,6,05/07/2017 10:15:39.042,83385227,18,2,5200,0,62.36116621,0.239850639,DoS Slowhttptest
172.16.0.1-192.168.10.50-34046-80-6,172.16.0.1,34046,192.168.10.50,80,6,05/07/2017 10:15:39.043,83430584,18,2,5200,0,62.32726358,0.239720245,DoS Slowhttptest
172.16.0.1-192.168.10.50-34442-80-6,172.16.0.1,34442,192.168.10.50,80,6,05/07/2017 10:15:40.044,83426649,18,2,5200,0,62.33020339,0.239731551,DoS Slowhttptest
172.16.0.1-192.168.10.50-34482-80-6,172.16.0.1,34482,192.168.10.50,80,6,05/07/2017 10:15:40.045,83387155,18,2,5200,0,62.35972435,0.239845094,DoS Slowhttptest
172.16.0.1-192.168.10.50-34838-80-6,172.16.0.1,34838,192.168.10.50,80,6,05/07/2017 10:15:41.046,83430643,18,2,5200,0,62.32721951,0.239720075,DoS Slowhttptest
172.16.0.1-192.168.10.50-34880-80-6,172.16.0.1,34880,192.168.10.50,80,6,05/07/2017 10:15:41.047,83386044,18,2,5200,0,62.3605552,0.239848289,DoS Slowhttptest
172.16.0.1-192.168.10.50-35236-80-6,172.16.0.1,35236,192.168.10.50,80,6,05/07/2017 10:15:42.048,83427188,18,2,5200,0,62.32980069,0.239730003,DoS Slowhttptest
172.16.0.1-192.168.10.50-35278-80-6,172.16.0.1,35278,192.168.10.50,80,6,05/07/2017 10:15:42.049,83382945,18,2,5200,0,62.36287289,0.239857203,DoS Slowhttptest
172.16.0.1-192.168.10.50-50750-80-6,172.16.0.1,50750,192.168.10.50,80,6,05/07/2017 13:43:23.010,28504,9,9,348,11595,418993.8254,631.4903171,DoS Hulk
172.16.0.1-192.168.10.50-50748-80-6,172.16.0.1,50748,192.168.10.50,80,6,05/07/2017 13:43:23.011,3466,6,6,382,11595,3455568.379,3462.20427,DoS Hulk
172.16.0.1-192.168.10.50-50752-80-6,172.16.0.1,50752,192.168.10.50,80,6,05/07/2017 13:43:23.012,4212,6,6,372,11595,2841168.091,2849.002849,DoS Hulk
172.16.0.1-192.168.10.50-50754-80-6,172.16.0.1,50754,192.168.10.50,80,6,05/07/2017 13:43:23.013,12080,7,7,349,11595,988741.7219,1158.940397,DoS Hulk
172.16.0.1-192.168.10.50-50758-80-6,172.16.0.1,50758,192.168.10.50,80,6,05/07/2017 13:43:23.014,12005,6,5,371,11595,996751.3536,916.2848813,DoS Hulk
172.16.0.1-192.168.10.50-50756-80-6,172.16.0.1,50756,192.168.10.50,80,6,05/07/2017 13:43:23.015,14148,7,7,326,11595,842592.5926,989.5391575,DoS Hulk
172.16.0.1-192.168.10.50-50760-80-6,172.16.0.1,50760,192.168.10.50,80,6,05/07/2017 13:43:23.016,35977,8,7,358,11595,332240.0422,416.9330406,DoS Hulk
172.16.0.1-192.168.10.50-50762-80-6,172.16.0.1,50762,192.168.10.50,80,6,05/07/2017 13:43:23.017,9980,8,6,353,11595,1197194.389,1402.805611,DoS Hulk
172.16.0.1-192.168.10.50-50764-80-6,172.16.0.1,50764,192.168.10.50,80,6,05/07/2017 13:43:23.018,6968,6,5,306,11595,1707950.631,1578.645235,DoS Hulk
172.16.0.1-192.168.10.50-50766-80-6,172.16.0.1,50766,192.168.10.50,80,6,05/07/2017 13:43:23.019,14774,7,5,348,11595,808379.5858,812.2377149,DoS Hulk
172.16.0.1-192.168.10.50-43664-80-6,172.16.0.1,43664,192.168.10.50,80,6,05/07/2017 13:44:26.050,7078331,17,12,3489,5355,1249.44708,4.097011004,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-48678-80-6,172.16.0.1,48678,192.168.10.50,80,6,05/07/2017 13:44:42.054,5041164,8,6,914,3705,916.2566423,2.777136392,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-48680-80-6,172.16.0.1,48680,192.168.10.50,80,6,05/07/2017 13:44:43.053,5900147,4,3,0,0,0.0,1.186411118,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-51662-80-6,172.16.0.1,51662,192.168.10.50,80,6,05/07/2017 13:44:48.057,63102354,7,7,0,0,0.0,0.221861771,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-51670-80-6,172.16.0.1,51670,192.168.10.50,80,6,05/07/2017 13:44:48.058,63100373,7,7,0,0,0.0,0.221868736,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-48670-80-6,172.16.0.1,48670,192.168.10.50,80,6,05/07/2017 13:45:06.051,5014293,4,2,0,0,0.0,1.196579458,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-48672-80-6,172.16.0.1,48672,192.168.10.50,80,6,05/07/2017 13:45:06.052,5014293,4,2,0,0,0.0,1.196579458,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-48674-80-6,172.16.0.1,48674,192.168.10.50,80,6,05/07/2017 13:45:38.055,5014171,4,2,0,0,0.0,1.196608572,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-48676-80-6,172.16.0.1,48676,192.168.10.50,80,6,05/07/2017 13:45:38.056,5014171,4,2,0,0,0.0,1.196608572,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-54740-80-6,172.16.0.1,54740,192.168.10.50,80,6,05/07/2017 13:46:29.059,63104121,7,7,0,0,0.0,0.221855558,DoS Hulk - Attempted
172.16.0.1-192.168.10.50-53816-80-6,172.16.0.1,53816,192.168.10.50,80,6,05/07/2017 13:48:54.030,17072865,4,3,239,0,13.99882211,0.410007342,DoS Slowloris
172.16.0.1-192.168.10.50-53840-80-6,172.16.0.1,53840,192.168.10.50,80,6,05/07/2017 13:48:54.031,17069963,4,3,239,0,14.00120199,0.410077046,DoS Slowloris
172.16.0.1-192.168.10.50-53824-80-6,172.16.0.1,53824,192.168.10.50,80,6,05/07/2017 13:48:54.032,17071303,4,3,239,0,14.00010298,0.410044857,DoS Slowloris
172.16.0.1-192.168.10.50-53834-80-6,172.16.0.1,53834,192.168.10.50,80,6,05/07/2017 13:48:54.033,17070583,4,3,239,0,14.00069347,0.410062152,DoS Slowloris
172.16.0.1-192.168.10.50-53846-80-6,172.16.0.1,53846,192.168.10.50,80,6,05/07/2017 13:48:54.034,17069147,4,3,239,0,14.00187133,0.41009665,DoS Slowloris
172.16.0.1-192.168.10.50-53852-80-6,172.16.0.1,53852,192.168.10.50,80,6,05/07/2017 13:48:54.035,17068076,4,3,239,0,14.00274993,0.410122383,DoS Slowloris
172.16.0.1-192.168.10.50-53858-80-6,172.16.0.1,53858,192.168.10.50,80,6,05/07/2017 13:48:54.036,17067193,4,3,239,0,14.00347439,0.410143601,DoS Slowloris
172.16.0.1-192.168.10.50-53866-80-6,172.16.0.1,53866,192.168.10.50,80,6,05/07/2017 13:48:54.037,17066381,4,3,239,0,14.00414066,0.410163115,DoS Slowloris
172.16.0.1-192.168.10.50-53872-80-6,172.16.0.1,53872,192.168.10.50,80,6,05/07/2017 13:48:54.038,17065472,4,3,239,0,14.00488659,0.410184963,DoS Slowloris
172.16.0.1-192.168.10.50-53878-80-6,172.16.0.1,53878,192.168.10.50,80,6,05/07/2017 13:48:54.039,17064675,4,3,239,0,14.00554069,0.410204121,DoS Slowloris
172.16.0.1-192.168.10.50-51684-80-6,172.16.0.1,51684,192.168.10.50,80,6,05/07/2017 14:56:34.000,9157589,8,6,20,11595,1268.346942,1.528786671,DDoS
172.16.0.1-192.168.10.50-51686-80-6,172.16.0.1,51686,192.168.10.50,80,6,05/07/2017 14:56:35.002,8410717,8,6,20,11595,1380.9762,1.664542987,DDoS
172.16.0.1-192.168.10.50-51688-80-6,172.16.0.1,51688,192.168.10.50,80,6,05/07/2017 14:56:35.003,7757913,8,5,20,11595,1497.181007,1.675708403,DDoS
172.16.0.1-192.168.10.50-51687-80-6,172.16.0.1,51687,192.168.10.50,80,6,05/07/2017 14:56:35.004,8063397,8,6,20,11595,1440.459896,1.736240942,DDoS
172.16.0.1-192.168.10.50-51689-80-6,172.16.0.1,51689,192.168.10.50,80,6,05/07/2017 14:56:35.005,7744403,8,6,20,11595,1499.792818,1.807757163,DDoS
172.16.0.1-192.168.10.50-51690-80-6,172.16.0.1,51690,192.168.10.50,80,6,05/07/2017 14:56:36.006,7413698,8,6,20,11595,1566.694516,1.888396317,DDoS
172.16.0.1-192.168.10.50-51691-80-6,172.16.0.1,51691,192.168.10.50,80,6,05/07/2017 14:56:36.007,7062549,8,6,20,11595,1644.59036,1.982287132,DDoS
172.16.0.1-192.168.10.50-51692-80-6,172.16.0.1,51692,192.168.10.50,80,6,05/07/2017 14:56:36.008,7060610,8,6,20,11595,1645.042001,1.982831512,DDoS
172.16.0.1-192.168.10.50-51685-80-6,172.16.0.1,51685,192.168.10.50,80,6,05/07/2017 14:56:37.001,6150288,8,6,20,11595,1888.529448,2.276316166,DDoS
172.16.0.1-192.168.10.50-51693-80-6,172.16.0.1,51693,192.168.10.50,80,6,05/07/2017 14:56:37.009,6412636,8,6,20,11595,1811.267628,2.183189565,DDoS
192.168.10.25-205.174.165.73-52202-444-6,192.168.10.25,52202,205.174.165.73,444,6,06/07/2017 09:01:05.031,504,1,1,0,0,0.0,3968.253968,Infiltration - Attempted
192.168.10.8-205.174.165.73-1260-444-6,192.168.10.8,1260,205.174.165.73,444,6,06/07/2017 09:04:25.014,66695827,32,34,11872,282,182.2302916,0.989567158,Infiltration
192.168.10.8-205.174.165.73-1260-444-6,192.168.10.8,1260,205.174.165.73,444,6,06/07/2017 09:07:13.015,99651130,15,15,5100,0,51.1785466,0.301050274,Infiltration
192.168.10.8-192.168.10.9-45500-1047-6,192.168.10.8,45500,192.168.10.9,1047,6,06/07/2017 09:07:16.033,47,1,1,0,0,0.0,42553.19149,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-1062-6,192.168.10.8,45500,192.168.10.9,1062,6,06/07/2017 09:07:16.034,21,1,1,0,0,0.0,95238.09524,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-2394-6,192.168.10.8,45500,192.168.10.9,2394,6,06/07/2017 09:07:16.035,22,1,1,0,0,0.0,90909.09091,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-1147-6,192.168.10.8,45500,192.168.10.9,1147,6,06/07/2017 09:07:16.036,21,1,1,0,0,0.0,95238.09524,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-1066-6,192.168.10.8,45500,192.168.10.9,1066,6,06/07/2017 09:07:16.037,37,1,1,0,0,0.0,54054.05405,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-13722-6,192.168.10.8,45500,192.168.10.9,13722,6,06/07/2017 09:07:16.038,22,1,1,0,0,0.0,90909.09091,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-7741-6,192.168.10.8,45500,192.168.10.9,7741,6,06/07/2017 09:07:16.039,42,1,1,0,0,0.0,47619.04762,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-4567-6,192.168.10.8,45500,192.168.10.9,4567,6,06/07/2017 09:07:16.040,49,1,1,0,0,0.0,40816.32653,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-1111-6,192.168.10.8,45500,192.168.10.9,1111,6,06/07/2017 09:07:16.041,30,1,1,0,0,0.0,66666.66667,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-4242-6,192.168.10.8,45500,192.168.10.9,4242,6,06/07/2017 09:07:16.042,36,1,1,0,0,0.0,55555.55556,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-179-6,192.168.10.8,45500,192.168.10.9,179,6,06/07/2017 09:07:16.043,19,1,1,0,0,0.0,105263.1579,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-8873-6,192.168.10.8,45500,192.168.10.9,8873,6,06/07/2017 09:07:16.044,43,1,2,0,0,0.0,69767.44186,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-24800-6,192.168.10.8,45500,192.168.10.9,24800,6,06/07/2017 09:07:16.045,20,1,1,0,0,0.0,100000.0,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-10001-6,192.168.10.8,45500,192.168.10.9,10001,6,06/07/2017 09:07:16.046,35,1,1,0,0,0.0,57142.85714,Infiltration - Portscan
192.168.10.8-192.168.10.9-45500-765-6,192.168.10.8,45500,192.168.10.9,765,6,06/07/2017 09:07:16.047,37,1,2,0,0,0.0,81081.08108,Infiltration - Portscan
192.168.10.8-205.174.165.73-1260-444-6,192.168.10.8,1260,205.174.165.73,444,6,06/07/2017 09:09:51.048,100460141,26,26,5760,0,57.33617276,0.517618226,Infiltration
172.16.0.1-192.168.10.51-45022-444-6,172.16.0.1,45022,192.168.10.51,444,6,06/07/2017 10:12:15.032,119302728,2685,1729,8299,7556917,63411.92802,36.99831575,Heartbleed
192.168.10.8-205.174.165.73-1260-444-6,192.168.10.8,1260,205.174.165.73,444,6,06/07/2017 10:12:30.049,69714525,20,20,3725,0,53.43219365,0.573768522,Infiltration
172.16.0.1-192.168.10.51-45022-444-6,172.16.0.1,45022,192.168.10.51,444,6,06/07/2017 10:14:15.033,119262215,2791,2111,7920,7883927,66172.23234,41.10270801,Heartbleed
172.16.0.1-192.168.10.50-52298-80-6,172.16.0.1,52298,192.168.10.50,80,6,06/07/2017 10:16:16.016,60170367,208,107,47903,183657,3848.405977,5.235135096,Web Attack - XSS
172.16.0.1-192.168.10.51-45022-444-6,172.16.0.1,45022,192.168.10.51,444,6,06/07/2017 10:16:16.034,119261118,2793,2131,7920,7883880,66172.44692,41.28755526,Heartbleed
172.16.0.1-192.168.10.50-52910-80-6,172.16.0.1,52910,192.168.10.50,80,6,06/07/2017 10:17:13.020,68116521,205,105,48985,183692,3415.867349,4.551025147,Web Attack - XSS
172.16.0.1-192.168.10.51-45022-444-6,172.16.0.1,45022,192.168.10.51,444,6,06/07/2017 10:18:16.035,119260295,2790,2115,7920,7883880,66172.90356,41.1285248,Heartbleed
172.16.0.1-192.168.10.50-44388-80-6,172.16.0.1,44388,192.168.10.50,80,6,06/07/2017 10:18:29.008,1641488,13,11,2145,12716,9053.371088,14.62088057,Web Attack - Brute Force - Attempted
172.16.0.1-192.168.10.50-44466-80-6,172.16.0.1,44466,192.168.10.50,80,6,06/07/2017 10:19:27.009,4050873,4,2,0,0,0.0,1.481162209,Web Attack - Brute Force - Attempted
172.16.0.1-192.168.10.51-45022-444-6,172.16.0.1,45022,192.168.10.51,444,6,06/07/2017 11:20:16.036,119297996,2781,2090,7920,7883880,66151.99135,40.83052661,Heartbleed
172.16.0.1-192.168.10.50-55510-80-6,172.16.0.1,55510,192.168.10.50,80,6,06/07/2017 11:21:20.027,5647690,4,2,0,0,0.0,1.062381257,Web Attack - XSS - Attempted
172.16.0.1-192.168.10.50-55632-80-6,172.16.0.1,55632,192.168.10.50,80,6,06/07/2017 11:21:31.019,67553643,205,105,48985,183689,3444.285011,4.588945706,Web Attack - XSS
172.16.0.1-192.168.10.51-45022-444-6,172.16.0.1,45022,192.168.10.51,444,6,06/07/2017 11:22:17.037,119259886,2781,2092,7920,7883880,66173.1305,40.86034427,Heartbleed
172.16.0.1-192.168.10.50-45354-80-6,172.16.0.1,45354,192.168.10.50,80,6,06/07/2017 11:22:27.043,33027567,204,105,43951,72195,3516.638086,9.355820851,Web Attack - Brute Force
172.16.0.1-192.168.10.50-56306-80-6,172.16.0.1,56306,192.168.10.50,80,6,06/07/2017 11:22:35.022,68151611,205,115,48783,183606,3409.88271,4.695413583,Web Attack - XSS
172.16.0.1-192.168.10.50-46350-80-6,172.16.0.1,46350,192.168.10.50,80,6,06/07/2017 11:23:32.047,33139382,204,105,43951,72194,3504.742484,9.324253542,Web Attack - Brute Force
172.16.0.1-192.168.10.51-45022-444-6,172.16.0.1,45022,192.168.10.51,444,6,06/07/2017 11:24:17.038,119259012,2800,2070,7920,7883880,66173.61546,40.83548839,Heartbleed
172.16.0.1-192.168.10.50-57684-80-6,172.16.0.1,57684,192.168.10.50,80,6,06/07/2017 11:24:44.021,66976121,205,106,48783,183586,3469.430545,4.643445983,Web Attack - XSS
172.16.0.1-192.168.10.51-45022-444-6,172.16.0.1,45022,192.168.10.51,444,6,06/07/2017 11:26:17.039,119257653,2801,2068,15066,7818181,65683.39057,40.82756853,Heartbleed
172.16.0.1-192.168.10.50-58758-80-6,172.16.0.1,58758,192.168.10.50,80,6,06/07/2017 11:26:24.025,5305839,4,2,0,0,0.0,1.130829639,Web Attack - XSS - Attempted
172.16.0.1-192.168.10.50-49336-80-6,172.16.0.1,49336,192.168.10.50,80,6,06/07/2017 11:26:46.002,33028450,204,105,43951,72194,3516.513793,9.355570728,Web Attack - Brute Force
172.16.0.1-192.168.10.50-59042-80-6,172.16.0.1,59042,192.168.10.50,80,6,06/07/2017 11:26:51.023,68065237,214,107,48783,183584,3413.886592,4.716063796,Web Attack - XSS
172.16.0.1-192.168.10.50-59974-80-6,172.16.0.1,59974,192.168.10.50,80,6,06/07/2017 11:28:18.028,5359828,4,2,0,0,0.0,1.119438907,Web Attack - XSS - Attempted
172.16.0.1-192.168.10.50-50802-80-6,172.16.0.1,50802,192.168.10.50,80,6,06/07/2017 11:28:21.041,35452774,204,105,43906,72191,3274.694386,8.715820094,Web Attack - Brute Force
192.168.10.8-205.174.165.73-54119-444-6,192.168.10.8,54119,205.174.165.73,444,6,06/07/2017 11:28:33.000,119991834,5523,5525,2866077,287,23887.99224,92.07293223,Infiltration
172.16.0.1-192.168.10.50-60626-80-6,172.16.0.1,60626,192.168.10.50,80,6,06/07/2017 11:29:18.031,5056914,4,3,0,0,0.0,1.384243434,Web Attack - XSS - Attempted
172.16.0.1-192.168.10.50-52440-80-6,172.16.0.1,52440,192.168.10.50,80,6,06/07/2017 12:30:09.010,5974288,4,2,0,0,0.0,1.004303776,Web Attack - Brute Force - Attempted
172.16.0.1-192.168.10.50-52480-80-6,172.16.0.1,52480,192.168.10.50,80,6,06/07/2017 12:30:11.011,5449748,4,2,0,0,0.0,1.100968338,Web Attack - Brute Force - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:21.016,588,1,1,0,0,0.0,3401.360544,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:22.017,595,1,1,0,0,0.0,3361.344538,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:22.018,462,1,1,0,0,0.0,4329.004329,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:22.019,523,1,1,0,0,0.0,3824.091778,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:23.020,554,1,1,0,0,0.0,3610.108303,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:23.021,591,1,1,0,0,0.0,3384.094755,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:23.022,532,1,1,0,0,0.0,3759.398496,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:24.023,613,1,1,0,0,0.0,3262.642741,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:24.024,586,1,1,0,0,0.0,3412.969283,Infiltration - Attempted
